attempt_id,timestamp,dataset,instance,solver,seed,time_limit,hyperparams,status,elapsed_time,cost,info,note
29,2025-10-16T07:46:49+00:00,Exact,Exact-n1-m3-k1,Branch and Bound,,10.0,{},done,0.17064428329467773,403,"{""assign_pairs"": 4, ""build_nodes"": 1, ""pruned"": 190, ""routes"": 9}",exact solver testing
30,2025-10-16T07:46:49+00:00,Exact,Exact-n1-m3-k2,Branch and Bound,,10.0,{},done,0.19789862632751465,135,"{""assign_pairs"": 8, ""build_nodes"": 13, ""pruned"": 217, ""routes"": 22}",exact solver testing
31,2025-10-16T07:46:49+00:00,Exact,Exact-n1-m4-k1,Branch and Bound,,10.0,{},done,0.1801319122314453,407,"{""assign_pairs"": 5, ""build_nodes"": 1, ""pruned"": 522, ""routes"": 10}",exact solver testing
32,2025-10-16T07:46:49+00:00,Exact,Exact-n1-m4-k2,Branch and Bound,,10.0,{},done,0.17813444137573242,199,"{""assign_pairs"": 15, ""build_nodes"": 42, ""pruned"": 1956, ""routes"": 77}",exact solver testing
33,2025-10-16T07:46:49+00:00,Exact,Exact-n2-m1-k1,Branch and Bound,,10.0,{},done,0.003397703170776367,253,"{""assign_pairs"": 3, ""build_nodes"": 1, ""pruned"": 18, ""routes"": 5}",exact solver testing
34,2025-10-16T07:46:49+00:00,Exact,Exact-n2-m1-k2,Branch and Bound,,10.0,{},done,0.03135561943054199,138,"{""assign_pairs"": 4, ""build_nodes"": 5, ""pruned"": 24, ""routes"": 11}",exact solver testing
35,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m2-k1,Branch and Bound,,10.0,{},done,0.02849268913269043,294,"{""assign_pairs"": 4, ""build_nodes"": 1, ""pruned"": 218, ""routes"": 11}",exact solver testing
36,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m2-k2,Branch and Bound,,10.0,{},done,0.0577845573425293,201,"{""assign_pairs"": 8, ""build_nodes"": 14, ""pruned"": 303, ""routes"": 15}",exact solver testing
37,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m3-k1,Branch and Bound,,10.0,{},done,0.08286857604980469,293,"{""assign_pairs"": 5, ""build_nodes"": 1, ""pruned"": 1209, ""routes"": 23}",exact solver testing
38,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m3-k2,Branch and Bound,,10.0,{},done,0.0810554027557373,222,"{""assign_pairs"": 16, ""build_nodes"": 24, ""pruned"": 989, ""routes"": 40}",exact solver testing
39,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m4-k1,Branch and Bound,,10.0,{},done,0.18223786354064941,342,"{""assign_pairs"": 6, ""build_nodes"": 1, ""pruned"": 4869, ""routes"": 38}",exact solver testing
40,2025-10-16T07:46:50+00:00,Exact,Exact-n2-m4-k2,Branch and Bound,,10.0,{},done,0.4507935047149658,306,"{""assign_pairs"": 25, ""build_nodes"": 43, ""pruned"": 8347, ""routes"": 274}",exact solver testing
41,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m1-k1,Branch and Bound,,10.0,{},done,0.007615566253662109,348,"{""assign_pairs"": 4, ""build_nodes"": 1, ""pruned"": 65, ""routes"": 6}",exact solver testing
42,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m1-k2,Branch and Bound,,10.0,{},done,0.009750604629516602,192,"{""assign_pairs"": 8, ""build_nodes"": 13, ""pruned"": 101, ""routes"": 24}",exact solver testing
43,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m2-k1,Branch and Bound,,10.0,{},done,0.011394023895263672,397,"{""assign_pairs"": 5, ""build_nodes"": 1, ""pruned"": 341, ""routes"": 7}",exact solver testing
44,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m2-k2,Branch and Bound,,10.0,{},done,0.15677690505981445,172,"{""assign_pairs"": 15, ""build_nodes"": 60, ""pruned"": 2530, ""routes"": 112}",exact solver testing
45,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m3-k1,Branch and Bound,,10.0,{},done,0.15093660354614258,603,"{""assign_pairs"": 6, ""build_nodes"": 1, ""pruned"": 8031, ""routes"": 26}",exact solver testing
46,2025-10-16T07:46:51+00:00,Exact,Exact-n3-m3-k2,Branch and Bound,,10.0,{},done,0.42130422592163086,255,"{""assign_pairs"": 32, ""build_nodes"": 182, ""pruned"": 26298, ""routes"": 279}",exact solver testing
47,2025-10-16T07:46:52+00:00,Exact,Exact-n3-m4-k1,Branch and Bound,,10.0,{},done,0.8210251331329346,396,"{""assign_pairs"": 7, ""build_nodes"": 1, ""pruned"": 75231, ""routes"": 40}",exact solver testing
48,2025-10-16T07:46:53+00:00,Exact,Exact-n3-m4-k2,Branch and Bound,,10.0,{},done,0.873908281326294,306,"{""assign_pairs"": 64, ""build_nodes"": 168, ""pruned"": 69982, ""routes"": 269}",exact solver testing
